Month,Options,Chart,Last,Change,Prior Settle,Open,High,Low,Volume,Updated
"NOV 2024
CLX4",OPT,,70.71,+0.13 (+0.18%),70.58,70.99,71.31,70.69,"22,205","02:59:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.93,+0.35 (+0.50%),70.58,70.99,71.31,70.51,"24,646","03:09:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.81,+0.23 (+0.33%),70.58,70.99,71.31,70.51,"25,528","03:20:52 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.65,+0.07 (+0.10%),70.58,70.99,71.31,70.45,"27,793","03:30:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.61,+0.03 (+0.04%),70.58,70.99,71.31,70.45,"28,604","03:40:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.5,-0.08 (-0.11%),70.58,70.99,71.31,70.4,"29,553","03:51:55 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.59,+0.01 (+0.01%),70.58,70.99,71.31,70.4,"30,216","04:01:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.47,-0.11 (-0.16%),70.58,70.99,71.31,70.38,"31,254","04:11:51 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.42,-0.16 (-0.23%),70.58,70.99,71.31,70.32,"32,131","04:21:56 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.7,+0.12 (+0.17%),70.58,70.99,71.31,70.32,"33,850","04:32:55 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.66,+0.08 (+0.11%),70.58,70.99,71.31,70.32,"34,375","04:42:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.7,+0.12 (+0.17%),70.58,70.99,71.31,70.32,"34,974","04:52:51 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.57,-0.01 (-0.01%),70.58,70.99,71.31,70.32,"35,526","05:03:26 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.4,-0.18 (-0.26%),70.58,70.99,71.31,70.32,"36,706","05:13:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.42,-0.16 (-0.23%),70.58,70.99,71.31,70.32,"37,513","05:23:52 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.24,-0.34 (-0.48%),70.58,70.99,71.31,70.16,"38,637","05:33:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.22,-0.36 (-0.51%),70.58,70.99,71.31,70.16,"39,499","05:44:52 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.12,-0.46 (-0.65%),70.58,70.99,71.31,70.06,"40,789","05:54:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.24,-0.34 (-0.48%),70.58,70.99,71.31,70.06,"41,849","06:06:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.27,-0.31 (-0.44%),70.58,70.99,71.31,70.06,"42,568","06:17:52 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.38,-0.20 (-0.28%),70.58,70.99,71.31,70.06,"44,127","06:27:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.33,-0.25 (-0.35%),70.58,70.99,71.31,70.06,"44,715","06:37:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.11,-0.47 (-0.67%),70.58,70.99,71.31,70.06,"45,679","06:47:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.23,-0.35 (-0.50%),70.58,70.99,71.31,70.06,"46,911","06:58:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.41,-0.17 (-0.24%),70.58,70.99,71.31,70.06,"48,633","07:08:55 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.64,+0.06 (+0.09%),70.58,70.99,71.31,70.06,"53,581","07:18:56 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.68,+0.10 (+0.14%),70.58,70.99,71.31,70.06,"55,165","07:29:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.68,+0.10 (+0.14%),70.58,70.99,71.31,70.06,"57,603","07:39:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.99,+0.41 (+0.58%),70.58,70.99,71.31,70.06,"61,297","07:49:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.85,+0.27 (+0.38%),70.58,70.99,71.31,70.06,"63,654","07:59:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.61,+0.03 (+0.04%),70.58,70.99,71.31,70.06,"70,327","08:10:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.6,+0.02 (+0.03%),70.58,70.99,71.31,70.06,"74,064","08:20:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.69,+0.11 (+0.16%),70.58,70.99,71.31,70.06,"77,471","08:30:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.7,+0.12 (+0.17%),70.58,70.99,71.31,70.06,"81,900","08:41:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.38,-0.20 (-0.28%),70.58,70.99,71.31,70.06,"87,064","08:51:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.43,-0.15 (-0.21%),70.58,70.99,71.31,70.06,"92,108","09:01:53 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.41,-0.17 (-0.24%),70.58,70.99,71.31,70.06,"96,665","09:12:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.51,-0.07 (-0.10%),70.58,70.99,71.31,70.06,"99,394","09:22:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.64,+0.06 (+0.09%),70.58,70.99,71.31,70.06,"103,133","09:32:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.29,-0.29 (-0.41%),70.58,70.99,71.31,70.06,"106,448","09:43:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.36,-0.22 (-0.31%),70.58,70.99,71.31,70.06,"108,315","09:53:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.08,-0.50 (-0.71%),70.58,70.99,71.31,69.9,"114,722","10:03:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,69.84,-0.74 (-1.05%),70.58,70.99,71.31,69.77,"121,487","10:14:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,69.95,-0.63 (-0.89%),70.58,70.99,71.31,69.64,"130,678","10:24:56 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,69.99,-0.59 (-0.84%),70.58,70.99,71.31,69.64,"138,873","10:34:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.11,-0.47 (-0.67%),70.58,70.99,71.31,69.64,"144,979","10:45:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.28,-0.30 (-0.43%),70.58,70.99,71.31,69.64,"149,063","10:55:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.4,-0.18 (-0.26%),70.58,70.99,71.31,69.64,"153,414","11:05:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.5,-0.08 (-0.11%),70.58,70.99,71.31,69.64,"155,670","11:16:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.47,-0.11 (-0.16%),70.58,70.99,71.31,69.64,"157,450","11:26:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.5,-0.08 (-0.11%),70.58,70.99,71.31,69.64,"159,619","11:36:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.47,-0.11 (-0.16%),70.58,70.99,71.31,69.64,"161,104","11:47:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.32,-0.26 (-0.37%),70.58,70.99,71.31,69.64,"164,857","11:57:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.39,-0.19 (-0.27%),70.58,70.99,71.31,69.64,"167,200","12:07:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.61,+0.03 (+0.04%),70.58,70.99,71.31,69.64,"170,603","12:18:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.67,+0.09 (+0.13%),70.58,70.99,71.31,69.64,"171,742","12:28:55 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.48,-0.10 (-0.14%),70.58,70.99,71.31,69.64,"173,669","12:38:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.39,-0.19 (-0.27%),70.58,70.99,71.31,69.64,"175,154","12:49:56 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.43,-0.15 (-0.21%),70.58,70.99,71.31,69.64,"176,483","12:59:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.55,-0.03 (-0.04%),70.58,70.99,71.31,69.64,"178,643","13:09:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.54,-0.04 (-0.06%),70.58,70.99,71.31,69.64,"181,363","13:20:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.36,-0.22 (-0.31%),70.58,70.99,71.31,69.64,"190,543","13:30:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.42,-0.16 (-0.23%),70.58,70.99,71.31,69.64,"192,213","13:40:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.36,-0.22 (-0.31%),70.58,70.99,71.31,69.64,"192,957","13:51:56 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.38,-0.20 (-0.28%),70.58,70.99,71.31,69.64,"194,031","14:01:54 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.36,-0.22 (-0.31%),70.58,70.99,71.31,69.64,"195,189","14:11:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.39,-0.19 (-0.27%),70.58,70.99,71.31,69.64,"195,622","14:22:54 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.56,-0.02 (-0.03%),70.58,70.99,71.31,69.64,"197,186","14:32:52 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.59,+0.01 (+0.01%),70.58,70.99,71.31,69.64,"197,860","14:42:56 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.53,-0.05 (-0.07%),70.58,70.99,71.31,69.64,"198,751","14:53:48 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.57,-0.01 (-0.01%),70.58,70.99,71.31,69.64,"199,447","15:07:55 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.53,-0.05 (-0.07%),70.58,70.99,71.31,69.64,"200,402","15:18:33 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.55,-0.03 (-0.04%),70.58,70.99,71.31,69.64,"200,745","15:28:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.62,+0.04 (+0.06%),70.58,70.99,71.31,69.64,"202,005","15:38:55 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.67,+0.09 (+0.13%),70.58,70.99,71.31,69.64,"202,590","15:49:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.71,+0.13 (+0.18%),-,70.99,71.31,69.64,"203,070","15:59:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.71,+0.13 (+0.18%),-,70.99,71.31,69.64,"203,070","15:59:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.71,+0.13 (+0.18%),-,70.99,71.31,69.64,"203,070","15:59:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.71,+0.13 (+0.18%),-,70.99,71.31,69.64,"203,070","15:59:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.71,+0.13 (+0.18%),-,70.99,71.31,69.64,"203,070","16:37:51 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,-,-,-,-,-,-,0,"16:37:51 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.67,+0.28 (+0.40%),-,70.68,70.68,70.61,123,"17:01:52 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.72,+0.33 (+0.47%),-,70.68,70.73,70.61,211,"17:11:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.69,+0.30 (+0.43%),-,70.68,70.73,70.61,306,"17:22:40 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.71,+0.32 (+0.45%),-,70.68,70.73,70.61,404,"17:32:30 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.69,+0.30 (+0.43%),-,70.68,70.73,70.61,569,"17:43:38 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.69,+0.30 (+0.43%),-,70.68,70.73,70.61,612,"17:53:35 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.72,+0.33 (+0.47%),-,70.68,70.73,70.61,649,"18:03:23 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.73,+0.34 (+0.48%),-,70.68,70.75,70.61,717,"18:13:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.73,+0.34 (+0.48%),-,70.68,70.75,70.61,796,"18:24:36 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.76,+0.37 (+0.53%),-,70.68,70.78,70.61,887,"18:34:47 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.76,+0.37 (+0.53%),-,70.68,70.78,70.61,913,"18:43:19 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.73,+0.34 (+0.48%),-,70.68,70.78,70.61,946,"18:55:00 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.82,+0.43 (+0.61%),-,70.68,70.83,70.61,"1,284","19:05:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.83,+0.44 (+0.63%),-,70.68,70.86,70.61,"1,490","19:15:47 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.84,+0.45 (+0.64%),-,70.68,70.86,70.61,"1,579","19:25:24 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.83,+0.44 (+0.63%),-,70.68,70.87,70.61,"1,805","19:36:38 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.82,+0.43 (+0.61%),-,70.68,70.87,70.61,"1,997","19:46:29 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.87,+0.48 (+0.68%),-,70.68,70.89,70.61,"2,138","19:56:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.84,+0.45 (+0.64%),-,70.68,70.91,70.61,"2,620","20:07:37 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.81,+0.42 (+0.60%),-,70.68,70.91,70.61,"2,813","20:17:42 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.89,+0.50 (+0.71%),-,70.68,70.91,70.61,"3,207","20:37:49 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.96,+0.57 (+0.81%),-,70.68,70.98,70.61,"3,688","20:48:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.93,+0.54 (+0.77%),-,70.68,70.98,70.61,"3,855","20:58:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,71.08,+0.69 (+0.98%),-,70.68,71.11,70.61,"4,735","21:08:56 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.94,+0.55 (+0.78%),-,70.68,71.11,70.61,"5,424","21:19:56 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.86,+0.47 (+0.67%),-,70.68,71.11,70.61,"5,668","21:29:51 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.59,+0.20 (+0.28%),-,70.68,71.11,70.58,"6,439","21:40:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.59,+0.20 (+0.28%),-,70.68,71.11,70.52,"6,778","21:50:57 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.69,+0.30 (+0.43%),-,70.68,71.11,70.52,"7,089","22:00:56 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.78,+0.39 (+0.55%),-,70.68,71.11,70.52,"7,398","22:11:51 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.65,+0.26 (+0.37%),-,70.68,71.11,70.52,"7,620","22:21:30 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.70,+0.31 (+0.44%),-,70.68,71.11,70.52,"7,816","22:31:42 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.68,+0.29 (+0.41%),-,70.68,71.11,70.52,"8,024","22:41:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.61,+0.22 (+0.31%),-,70.68,71.11,70.52,"8,359","22:52:59 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.58,+0.19 (+0.27%),-,70.68,71.11,70.52,"8,495","23:02:58 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.55,+0.16 (+0.23%),-,70.68,71.11,70.52,"8,682","23:12:41 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.59,+0.20 (+0.28%),-,70.68,71.11,70.52,"8,932","23:23:17 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.57,+0.18 (+0.26%),-,70.68,71.11,70.52,"9,052","23:33:01 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.67,+0.28 (+0.40%),-,70.68,71.11,70.52,"9,275","23:43:20 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.66,+0.27 (+0.38%),70.39,70.68,71.11,70.52,"9,378","23:53:04 CT
16 Oct 2024"
"NOV 2024
CLX4",OPT,,70.68,+0.29 (+0.41%),70.39,70.68,71.11,70.52,"9,483","00:04:56 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.67,+0.28 (+0.40%),70.39,70.68,71.11,70.52,"9,574","00:14:56 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.71,+0.32 (+0.45%),70.39,70.68,71.11,70.52,"9,770","00:24:59 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.72,+0.33 (+0.47%),70.39,70.68,71.11,70.52,"9,942","00:35:39 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.62,+0.23 (+0.33%),70.39,70.68,71.11,70.52,"10,150","00:45:53 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.60,+0.21 (+0.30%),70.39,70.68,71.11,70.52,"10,309","00:55:49 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.53,+0.14 (+0.20%),70.39,70.68,71.11,70.52,"10,443","01:06:40 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.53,+0.14 (+0.20%),70.39,70.68,71.11,70.49,"10,626","01:16:55 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.40,+0.01 (+0.01%),70.39,70.68,71.11,70.36,"11,007","01:26:59 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.40,+0.01 (+0.01%),70.39,70.68,71.11,70.35,"11,301","01:36:59 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.37,-0.02 (-0.03%),70.39,70.68,71.11,70.35,"11,624","01:47:57 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.14,-0.25 (-0.36%),70.39,70.68,71.11,70.10,"12,586","01:57:58 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.34,-0.05 (-0.07%),70.39,70.68,71.11,70.08,"13,302","02:07:58 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.22,-0.17 (-0.24%),70.39,70.68,71.11,70.08,"13,958","02:18:58 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.26,-0.13 (-0.18%),70.39,70.68,71.11,70.08,"14,648","02:28:56 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.17,-0.22 (-0.31%),70.39,70.68,71.11,70.08,"15,078","02:38:59 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.16,-0.23 (-0.33%),70.39,70.68,71.11,70.08,"15,507","02:49:45 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.18,-0.21 (-0.30%),70.39,70.68,71.11,70.08,"16,726","02:59:59 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.40,+0.01 (+0.01%),70.39,70.68,71.11,70.08,"17,642","03:09:57 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.43,+0.04 (+0.06%),70.39,70.68,71.11,70.08,"19,015","03:19:58 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.66,+0.27 (+0.38%),70.39,70.68,71.11,70.08,"20,353","03:30:58 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.59,+0.20 (+0.28%),70.39,70.68,71.11,70.08,"21,049","03:40:57 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.67,+0.28 (+0.40%),70.39,70.68,71.11,70.08,"21,644","03:50:55 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.53,+0.14 (+0.20%),70.39,70.68,71.11,70.08,"22,224","04:01:53 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.59,+0.20 (+0.28%),70.39,70.68,71.11,70.08,"22,969","04:11:52 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.51,+0.12 (+0.17%),70.39,70.68,71.11,70.08,"23,378","04:21:58 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.57,+0.18 (+0.26%),70.39,70.68,71.11,70.08,"23,786","04:32:51 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.60,+0.21 (+0.30%),70.39,70.68,71.11,70.08,"24,174","04:42:58 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.73,+0.34 (+0.48%),70.39,70.68,71.11,70.08,"25,081","04:52:58 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.70,+0.31 (+0.44%),70.39,70.68,71.11,70.08,"25,588","05:02:55 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.77,+0.38 (+0.54%),70.39,70.68,71.11,70.08,"25,957","05:13:53 CT
17 Oct 2024"
"NOV 2024
CLX4",OPT,,70.54,+0.15 (+0.21%),70.39,70.68,71.11,70.08,"28,658","05:23:59 CT
17 Oct 2024"
